"gene","lfc","padj","logpadj","direction","tissue"
"IGJ",2.46574643377577,0.0545144845140883,1.26348809022303,"n5","hypothalamus"
"LRRC19",2.07009073186896,0.0502478786565771,1.29888226837891,"n5","hypothalamus"
"LOC107049139",2.05846584470472,0.0813296944628388,1.08975085924236,"n5","hypothalamus"
"HDAC10",2.02611908777146,0.0378474169213089,1.42196375566465,"n5","hypothalamus"
"IAPP",1.64999097316844,0.0409187293688248,1.38807786070464,"n5","hypothalamus"
"UMOD",1.649247717044,0.0763315132194563,1.11729612794533,"n5","hypothalamus"
"LMO7",1.60644405122616,0.0325550403966192,1.48738176141314,"n5","hypothalamus"
"CYP2W1",1.60257320691994,0.07723074651067,1.11220976726058,"n5","hypothalamus"
"LOC769174",1.53247633066495,0.0860220210597784,1.06539035805258,"n5","hypothalamus"
"VSIG1",1.4729007089967,0.050352353708019,1.29798022365032,"n5","hypothalamus"
"PI15",1.4601923303044,0.0470369196028363,1.32756112747815,"n5","hypothalamus"
"LIPI",1.4309115954006,0.0623986459851535,1.20482483415662,"n5","hypothalamus"
"LOC100857682",1.43059870347502,0.0470369196028363,1.32756112747815,"n5","hypothalamus"
"SLCO4C1",1.4149781609275,0.0452811754110511,1.34408230823525,"n5","hypothalamus"
"TGM3",1.41410198447207,0.0763395174175755,1.11725058978313,"n5","hypothalamus"
"NPPC",1.39184381506133,0.0594455194605799,1.22588087354111,"n5","hypothalamus"
"SPATA16",1.39000900827567,0.0349499928556476,1.45655290869521,"n5","hypothalamus"
"SSPO",1.37090138018298,0.0186683883827658,1.72889317249989,"n5","hypothalamus"
"LOC419726",1.35800601441451,0.0470369196028363,1.32756112747815,"n5","hypothalamus"
"LOC101747255",1.35668322573051,0.0980716057068931,1.00845671402459,"n5","hypothalamus"
"TCP10",1.35289202969039,0.0470369196028363,1.32756112747815,"n5","hypothalamus"
"CPA6",1.33728668497503,0.0255155557928587,1.59319496720466,"n5","hypothalamus"
"SLC45A2",1.33065539299214,0.0870532588715376,1.06021496626481,"n5","hypothalamus"
"LOC772158",1.31600240773967,0.0814765429109937,1.08896740660524,"n5","hypothalamus"
"TRPC4",1.31307735192853,0.0613919447026582,1.21188860932606,"n5","hypothalamus"
"C2CD5",1.31246467281502,0.050377200478024,1.29776597043711,"n5","hypothalamus"
"UCN3",1.30868448562998,0.080599853113035,1.09366574966211,"n5","hypothalamus"
